,Job Tier,Job Type,Skill
2028,Expert,Hourly,Data Scraping
2029,Intermediate,Fixed-Price,Microsoft Excel
2030,Entry,Hourly,Analytics
2031,Entry,Hourly,Financial Analysis
2032,Entry,Hourly,Financial Risk
2033,Entry,Hourly,Microsoft Excel
2034,Entry,Hourly,Research
2035,Entry,Hourly,Technical Analysis
2036,Entry,Hourly,Virtual Currency
2037,Intermediate,Fixed-Price,Data Scraping
2038,Intermediate,Fixed-Price,Microsoft Excel PowerPivot
2039,Expert,Hourly,Elasticsearch
2040,Expert,Hourly,Kibana
2041,Entry,Hourly,R
2042,Entry,Hourly,Stata
2043,Expert,Hourly,Adobe Flash
2044,Expert,Hourly,Adobe Illustrator
2045,Expert,Hourly,Adobe Photoshop
2046,Expert,Hourly,Mobile UI Design
2047,Expert,Hourly,Web Design
2048,Expert,Hourly,Microsoft Access Administration
2049,Expert,Hourly,Microsoft Access Programming
2050,Expert,Hourly,Microsoft Excel
2051,Expert,Hourly,Six Sigma
2052,Expert,Hourly,VBA
2053,Intermediate,Hourly,Editing
2054,Intermediate,Hourly,Microsoft Excel
2055,Intermediate,Hourly,Microsoft Word
2056,Intermediate,Hourly,Proofreading
2057,Intermediate,Hourly,Technical Editing
2058,Entry,Hourly,Data Mining
2059,Entry,Hourly,Google Analytics
2060,Entry,Hourly,Google Tag Manager
2061,Expert,Hourly,Google Analytics
2062,Expert,Hourly,Google Tag Manager
2063,Intermediate,Fixed-Price,Instagram Marketing
2064,Intermediate,Fixed-Price,Internet Marketing
2065,Intermediate,Fixed-Price,Internet Research
2066,Intermediate,Fixed-Price,Social Media Management
2067,Intermediate,Fixed-Price,Social Media Marketing
2068,Entry,Fixed-Price,Bitcoin
2069,Entry,Fixed-Price,Data Analytics
2070,Entry,Fixed-Price,Data Cleansing
2071,Intermediate,Fixed-Price,Data Mining
2072,Intermediate,Fixed-Price,HTML
2073,Intermediate,Fixed-Price,Marketing Automation
2074,Intermediate,Fixed-Price,Ansible
2075,Intermediate,Fixed-Price,DevOps
2076,Intermediate,Fixed-Price,Jenkins
2077,Expert,Hourly,Data Analytics
2078,Expert,Hourly,Microsoft Excel
2079,Expert,Hourly,SQL
2080,Expert,Hourly,Tableau Software
2081,Intermediate,Fixed-Price,API Development
2082,Intermediate,Fixed-Price,Data Entry
2083,Intermediate,Fixed-Price,Wikipedia
2084,Intermediate,Fixed-Price,Data Science
2085,Intermediate,Fixed-Price,Data Scraping
2086,Intermediate,Fixed-Price,Internet Research
2087,Intermediate,Fixed-Price,Research
2088,Intermediate,Hourly,Big Data
2089,Intermediate,Hourly,Tableau Software
2090,Intermediate,Fixed-Price,Data Entry
2091,Intermediate,Fixed-Price,Data Mining
2092,Intermediate,Fixed-Price,Internet Research
2093,Intermediate,Fixed-Price,Microsoft Excel
2094,Expert,Fixed-Price,Big Data
2095,Expert,Fixed-Price,Biotechnology
2096,Expert,Fixed-Price,Data Analytics
2097,Expert,Fixed-Price,Data Mining
2098,Expert,Fixed-Price,Deep Learning
2099,Expert,Fixed-Price,Functional Testing
2100,Expert,Fixed-Price,Machine Learning
2101,Entry,Fixed-Price,Data Mining
2102,Entry,Fixed-Price,Excel VBA
2103,Entry,Fixed-Price,Microsoft Excel
2104,Entry,Fixed-Price,VBA
2105,Intermediate,Hourly,CRM
2106,Intermediate,Hourly,Enterprise Software
2107,Intermediate,Hourly,Management Development
2108,Intermediate,Hourly,Management Skills
2109,Intermediate,Hourly,SAP
2110,Expert,Fixed-Price,Artificial Neural Networks
2111,Expert,Fixed-Price,Deep Learning
2112,Expert,Fixed-Price,Image Processing
2113,Expert,Fixed-Price,Machine Learning
2114,Expert,Fixed-Price,Python
2115,Expert,Fixed-Price,TensorFlow
2116,Intermediate,Hourly,Data Science
2117,Intermediate,Hourly,Microsoft Excel
2118,Intermediate,Hourly,Algorithm Development
2119,Intermediate,Hourly,Python
2120,Intermediate,Hourly,Data Analytics
2121,Intermediate,Hourly,Data Modeling
2122,Intermediate,Hourly,Excel VBA
2123,Intermediate,Hourly,Financial Analysis
2124,Intermediate,Hourly,Financial Forecasting
2125,Intermediate,Hourly,Financial Modeling
2126,Intermediate,Hourly,JavaScript
2127,Intermediate,Hourly,MATLAB
2128,Intermediate,Hourly,Microsoft Excel
2129,Intermediate,Hourly,MS Office 365
2130,Intermediate,Hourly,Statistical Computing
2131,Intermediate,Hourly,VBA
2132,Intermediate,Fixed-Price,Java
2133,Intermediate,Fixed-Price,Python
2134,Expert,Hourly,Analytics
2135,Expert,Hourly,Data Analytics
2136,Expert,Hourly,Google Analytics
2137,Expert,Hourly,Web Analytics
2138,Intermediate,Hourly,Data Analytics
2139,Intermediate,Hourly,Data Entry
2140,Intermediate,Hourly,Data Mining
2141,Intermediate,Hourly,Data Scraping
2142,Intermediate,Hourly,Market Research
2143,Intermediate,Hourly,Web Scraping
2144,Expert,Fixed-Price,Microsoft Excel
2145,Intermediate,Fixed-Price,Perl
2146,Entry,Fixed-Price,Data Entry
2147,Entry,Fixed-Price,Data Mining
2148,Entry,Fixed-Price,Data Scraping
2149,Entry,Fixed-Price,Google Search
2150,Entry,Fixed-Price,Internet Research
2151,Entry,Fixed-Price,Lead Generation
2152,Entry,Fixed-Price,Market Research
2153,Entry,Fixed-Price,Microsoft Excel
2154,Entry,Fixed-Price,Python
2155,Entry,Fixed-Price,Web Scraping
2156,Entry,Hourly,Data Entry
2157,Entry,Hourly,Data Mining
2158,Entry,Hourly,Data Scraping
2159,Entry,Hourly,Internet Research
2160,Entry,Hourly,Data Analytics
2161,Entry,Hourly,Data Entry
2162,Entry,Hourly,Data Mining
2163,Entry,Hourly,Data Scraping
2164,Entry,Hourly,Internet Research
2165,Entry,Hourly,Lead Generation
2166,Entry,Hourly,Data Entry
2167,Entry,Hourly,Internet Research
